taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,Phylum,Class,Order,Family,Genus,Species,High Quality,Is Public,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Geographic Location,Habitat,Isolation Country,Genome Size  * assembled,Gene Count  * assembled,Genome,...27,Name,Name2,Genome_name,GH_total_abundance,ABC_total_abundance,ABC_GH_ratio
2880324937,Bacteria,Finished,Salmonella enterica Genome sequencing,Salmonella enterica salamae sv. 42:r:- RSE09,Pennsylvania State University,2880324937,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,Enterobacteriaceae,g__Salmonella,s__Salmonella enterica,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Farm,Rwanda: Rulindo,NA,Rwanda,4860626,4884,Salmonella,NA,enterica,42:r:-,Salmonella enterica,11,75,6.818181818181818
2849997214,Bacteria,Permanent Draft,Lysobacter tabacisoli C8-1 genome sequencing,Lysobacter tabacisoli C8-1,State Key Laboratory for Conservation and Utilization of Bio-Resources in Yunnan,2849997214,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,Xanthomonadaceae,g__Cognatilysobacter,s__Cognatilysobacter tabacisoli,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China:Kunming,NA,China,3120411,2917,Lysobacter,NA,tabacisoli,NA,Lysobacter tabacisoli,7,8,1.1428571428571428
2840572291,Bacteria,Finished,Complete Genome Sequences of Bacteria from Red Sea,Virgibacillus sp. Bac330,King Abdulaziz City for Science and Technology (KACST),2840572291,p__Bacillota,c__Bacilli,o__Bacillales_D,Amphibacillaceae,g__Virgibacillus,s__Virgibacillus chiguensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Saudi Arabia:Rabigh harbor lagoon,NA,Saudi Arabia,4456326,4391,Virgibacillus,NA,sp.,NA,Virgibacillus sp.,10,55,5.5
2811995000,Bacteria,Finished,Sporosarcina ureae P33 Genome sequencing,Sporosarcina ureae P33,"California State University, Northridge",2811995000,p__Bacillota,c__Bacilli,o__Bacillales_A,Planococcaceae,g__Sporosarcina,s__Sporosarcina sp002077155,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Japan: Tokyo,NA,Japan,3235441,3222,Sporosarcina,NA,ureae,NA,Sporosarcina ureae,4,9,2.25
2811995339,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia pseudomultivorans SUB-INT22-BP2,Northern Arizona University,2811995339,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia pseudomultivorans_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Thailand: Ubon,NA,Thailand,7787942,7030,Burkholderia,NA,pseudomultivorans,NA,Burkholderia pseudomultivorans,8,39,4.875
8001474157,Bacteria,Permanent Draft,Thalassococcus sp. CAU 1522 genome sequencing,Thalassococcus arenae CAU 1522,Chung-Ang University,8001474157,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,Rhodobacteraceae,g__Thalassococcus_B,s__Thalassococcus_B arenae,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,South Korea,NA,South Korea,3706450,3700,Thalassococcus,NA,arenae,NA,Thalassococcus arenae,5,23,4.6
2969847006,Bacteria,Permanent Draft,Bacillus pseudofirmus MRWL7 genome sequencing,Alkalihalophilus pseudofirmus MRWL7,"California State University, Fresno",2969847006,p__Bacillota,c__Bacilli,o__Bacillales_H,Bacillaceae_D,g__Alkalihalophilus,s__Alkalihalophilus pseudofirmus,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,USA: Nevada,NA,USA,3912564,4247,Alkalihalophilus,NA,pseudofirmus,NA,Alkalihalophilus pseudofirmus,8,37,4.625
2907448099,Bacteria,Permanent Draft,Leptospira spp. from tropical soils.,Leptospira harrisiae FH2-B-B2,Institut Pasteur Montevideo,2907448099,p__Spirochaetota,c__Leptospiria,o__Leptospirales,Leptospiraceae,g__Leptospira_A,s__Leptospira_A harrisiae,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,New Caledonia,NA,New Caledonia,4074637,3913,Leptospira,NA,harrisiae,NA,Leptospira harrisiae,9,4,0.4444444444444444
2957077659,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Priestia megaterium AFS082415,"University of North Carolina, Chapel Hill",2957077659,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_H,g__Priestia,s__Priestia megaterium_C,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: New York,NA,USA,6050940,6702,Priestia,NA,megaterium,NA,Priestia megaterium,11,54,4.909090909090909
8058034628,Bacteria,Finished,Pseudoduganella chitinolytica ACM 3522 genome sequencing,Pseudoduganella chitinolytica ACM 3522,University of Tuebingen,8058034628,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Pseudoduganella,s__Pseudoduganella chitinolytica,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Israel: Bet Dagan,NA,Israel,6387078,5731,Pseudoduganella,NA,chitinolytica,NA,Pseudoduganella chitinolytica,18,33,1.8333333333333333
8047326792,Bacteria,Permanent Draft,Genomes of Acidobacteriaceae species,Acidicapsa dinghuensis 4GSKX,Sun Yat-Sen University,8047326792,p__Acidobacteriota,c__Terriglobia,o__Terriglobales,Acidobacteriaceae,g__Acidicapsa,s__Acidicapsa dinghuensis,Yes,Yes,Environmental,Terrestrial,Forest,Soil,Unclassified,China: Guangdong Province,NA,China,6171897,5270,Acidicapsa,NA,dinghuensis,NA,Acidicapsa dinghuensis,24,6,0.25
2897852833,Bacteria,Finished,Streptomyces sp. HM190 genome sequencing,Streptomyces sp. HM190,Zhejiang University,2897852833,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces heilongjiangensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Fujian,NA,China,7762826,6776,Streptomyces,NA,sp.,NA,Streptomyces sp.,24,46,1.9166666666666667
2847424120,Bacteria,Finished,Achromobacter insolitus AB2 genome sequencing,Achromobacter insolitus AB2,Federal University of Santa Catarina (UFSC),2847424120,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Achromobacter,s__Achromobacter insolitus,Yes,Yes,Environmental,Terrestrial,Garden,Soil,Unclassified,"Antarctica: King George Island, Baranowski",NA,Antarctica,6438278,6005,Achromobacter,NA,insolitus,NA,Achromobacter insolitus,3,15,5
2906315399,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B1-1-4,Curtin University,2906315399,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium sp006442685,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: WA, Badgingarra",NA,Australia,5937658,5935,Mesorhizobium,NA,sp.,NA,Mesorhizobium sp.,10,56,5.6
2816332348,Bacteria,Permanent Draft,Streptomyces avermitilis DSM 46492 genome sequencing and assembly,Streptomyces avermitilis DSM 46492,Bielefeld University,2816332348,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces avermitilis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Philadelphia, Longwood Gardens, Kennet Square",NA,USA,8900533,7942,Streptomyces,NA,avermitilis,NA,Streptomyces avermitilis,22,56,2.5454545454545454
8070300151,Bacteria,Permanent Draft,Whole genome sequencing and assembly of denitrifying soil isolates,Acidovorax sp. sif0613,University of Chicago,8070300151,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Acidovorax,s__Acidovorax facilis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA,NA,USA,5527298,5182,Acidovorax,NA,sp.,NA,Acidovorax sp.,7,26,3.7142857142857144
3003788969,Bacteria,Permanent Draft,Halomonas eurihalina MS1,Halomonas eurihalina MS1,U.S. Department of Agriculture,3003788969,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Halomonadaceae,g__Halomonas,s__Halomonas eurihalina,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Spain: Alicante,NA,Spain,3843950,3734,Halomonas,NA,eurihalina,NA,Halomonas eurihalina,7,41,5.857142857142857
2576861615,Bacteria,Permanent Draft,Burkholderia cenocepacia KC-01 Genome sequencing,Burkholderia cenocepacia KC-01,Institute of Microbial Technology,2576861615,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia orbicola,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"India: Bangladesh, Sunderbans",NA,India,5835092,5306,Burkholderia,NA,cenocepacia,NA,Burkholderia cenocepacia,9,30,3.3333333333333335
8054887581,Bacteria,Permanent Draft,"Genome sequences of tobacco-associated bacteria isolated from Yunnan province, Southwest China",Ralstonia mojiangensis 22TCJT01-2,Yunnan Agricultural University,8054887581,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Ralstonia,s__Ralstonia mojiangensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"China: Tengchong, Baoshan, Yunnan",NA,NA,5615131,5228,Ralstonia,NA,mojiangensis,NA,Ralstonia mojiangensis,9,27,3
2997503601,Bacteria,Permanent Draft,Streptomyces taklimakanensis TRM43335 genome sequencing,Streptomyces taklimakanensis TRM43335,Tarim University,2997503601,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces taklimakanensis,Yes,Yes,Environmental,Terrestrial,Sand,Soil,Unclassified,China: Xinjiang Province,NA,China,6136714,5449,Streptomyces,NA,taklimakanensis,NA,Streptomyces taklimakanensis,26,46,1.7692307692307692
3006134750,Bacteria,Permanent Draft,Whole genome sequencing and assembly of denitrifying soil isolates,Xanthomonas sp. XNM01,University of Chicago,3006134750,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,Xanthomonadaceae,g__Pseudoxanthomonas,s__Pseudoxanthomonas sp014851915,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA,NA,USA,4513432,4140,Xanthomonas,NA,sp.,NA,Xanthomonas sp.,17,12,0.7058823529411765
2877713197,Bacteria,Finished,Streptomyces cavourensis TJ430 genome sequencing,Streptomyces cavourensis TJ430,National Institute for Agro-Environmental Sciences,2877713197,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces bacillaris,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: mountain slope in Yunnan province,NA,China,7613757,6632,Streptomyces,NA,cavourensis,NA,Streptomyces cavourensis,14,44,3.142857142857143
2862530953,Bacteria,Permanent Draft,Streptomyces sp. TRM SA0054 genome sequencing,Streptomyces carminius TRM SA0054,Tarim University,2862530953,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,Streptomycetaceae,g__Streptomyces,s__Streptomyces carminius,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,NA,NA,NA,7200897,6619,Streptomyces,NA,carminius,NA,Streptomyces carminius,23,45,1.9565217391304348
2826830488,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus pseudomycoides AFS042788,"University of North Carolina, Chapel Hill",2826830488,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A pseudomycoides,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: Iowa,NA,USA,5751519,6210,Bacillus,NA,pseudomycoides,NA,Bacillus pseudomycoides,8,34,4.25
2576861110,Bacteria,Permanent Draft,Acinetobacter baumannii EGD-HP18,Acinetobacter baumannii EGD-HP18,"National Environmental Engineering Research Institute, India",2576861110,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Agricultural land,India: MS,NA,India,4136814,4027,Acinetobacter,NA,baumannii,NA,Acinetobacter baumannii,3,9,3
2731957594,Bacteria,Permanent Draft,Actinomadura hibisca NBRC 15177,Actinomadura hibisca NBRC 15177,National Institute of Technology and Evaluation,2731957594,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,Streptosporangiaceae,g__Spirillospora,s__Spirillospora hibisca,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Fiji Islands,Soil,Fiji,9015219,8576,Actinomadura,NA,hibisca,NA,Actinomadura hibisca,17,35,2.0588235294117645
2806310494,Bacteria,Permanent Draft,"Sequencing of bacterial isolates from soil warming experiment in Harvard Forest, Massachusetts, USA",Leifsonia poae BS71 first assembly,University of Massachusetts Medical School (UMMS),2806310494,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Microbacteriaceae,g__Leifsonia,s__Leifsonia poae_A,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Petersham, Massachusetts",NA,USA,4144138,4018,Leifsonia,NA,poae,assembly,Leifsonia poae,16,21,1.3125
2808606837,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia ubonensis MSMB2205WGS,Northern Arizona University,2808606837,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia ubonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7741840,6994,Burkholderia,NA,ubonensis,NA,Burkholderia ubonensis,10,38,3.8
2519103124,Bacteria,Permanent Draft,Broad Institute - Bacillus cereus sequencing,Bacillus cereus BAG4X2-1,Broad Institute,2519103124,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A toyonensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"USA: Boston, Massacusetts",Soil,USA,5652243,5778,Bacillus,NA,cereus,NA,Bacillus cereus,8,38,4.75
2754412357,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia stagnalis MSMB656WGS,Northern Arizona University,2754412357,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia stagnalis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7516820,6783,Burkholderia,NA,stagnalis,NA,Burkholderia stagnalis,10,32,3.2
2899332677,Bacteria,Permanent Draft,Amycolatopsis sp. CFH S0078 genome sequencing,Amycolatopsis sp. CFH S0078,Xinxiang Medical University,2899332677,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Pseudonocardiaceae,g__Amycolatopsis,s__Amycolatopsis nivea,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: Henan,NA,China,9995835,9569,Amycolatopsis,NA,sp.,NA,Amycolatopsis sp.,14,40,2.857142857142857
2921538597,Bacteria,Permanent Draft,Genome Sequencing of Nocardia sp. GTS18,Nocardia sp. GTS18,Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures,2921538597,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,Mycobacteriaceae,g__Nocardia,s__Nocardia rosealba,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Turkey,NA,Turkey,5256756,4981,Nocardia,NA,sp.,NA,Nocardia sp.,6,14,2.3333333333333335
2971947876,Bacteria,Finished,Complete Genome Sequences of Bacteria from Red Sea,Mesobacillus foraminis Bac44,King Abdulaziz City for Science and Technology (KACST),2971947876,p__Bacillota,c__Bacilli,o__Bacillales_B,DSM-18226,g__Bacillus_AZ,s__Bacillus_AZ foraminis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Saudi Arabia:Rabigh harbor lagoon,NA,Saudi Arabia,5977666,6019,Mesobacillus,NA,foraminis,NA,Mesobacillus foraminis,20,60,3
2890858828,Bacteria,Permanent Draft,Diaphorobacter sp. LR2014-1 genome sequencing,Diaphorobacter sp. LR2014-1,Nanjing Agricultural University,2890858828,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Diaphorobacter,s__Diaphorobacter nitroreducens,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China,NA,China,4557463,4510,Diaphorobacter,NA,sp.,NA,Diaphorobacter sp.,2,8,4
3005498417,Bacteria,Permanent Draft,Genome sequencing of free-living Bradyrhizobium,Bradyrhizobium iriomotense SZCCT0007,The Chinese University of Hong Kong,3005498417,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Xanthobacteraceae,g__Bradyrhizobium,s__Bradyrhizobium iriomotense_B,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"China: Shenzhen, Guangdong",NA,China,8103393,7789,Bradyrhizobium,NA,iriomotense,NA,Bradyrhizobium iriomotense,9,26,2.888888888888889
8050297218,Bacteria,Permanent Draft,Burkholderia Genome sequencing - Northern Arizona University,Burkholderia cepacia MSMB1533WGS,Northern Arizona University,8050297218,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Burkholderia,s__Burkholderia cepacia,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: Tanami East, Northern Territory",NA,Australia,7290488,6849,Burkholderia,NA,cepacia,NA,Burkholderia cepacia,13,28,2.1538461538461537
2985833854,Bacteria,Permanent Draft,Paenibacillus turpanensis YIM B00363 genome sequencing,Paenibacillus turpanensis YIM B00363,Yunnan Institute of Microbiology,2985833854,p__Bacillota,c__Bacilli,o__Paenibacillales,YIM-B00363,g__Paenibacillus_AK,s__Paenibacillus_AK turpanensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,China: XinJiang,NA,China,4966221,4764,Paenibacillus,NA,turpanensis,NA,Paenibacillus turpanensis,21,28,1.3333333333333333
8061032562,Bacteria,Permanent Draft,Bacillus thuringiensis genome sequencing,Bacillus thuringiensis sv. toguchini BGSC 4AD1,Huazhong Agricultural University,8061032562,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A thuringiensis,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Russia,NA,Russia,6192330,6782,Bacillus,NA,thuringiensis,BGSC,Bacillus thuringiensis,8,35,4.375
8022707093,Bacteria,Permanent Draft,Bacillus sp. SH5-2 genome sequencing,Bacillus sp. SH5-2,University of Bialystok,8022707093,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A luti,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Kenya: Shimba Hills National Reserve, car-park",NA,Kenya,5229578,5704,Bacillus,NA,sp.,NA,Bacillus sp.,7,37,5.285714285714286
2695420375,Bacteria,Permanent Draft,Whole-genome sequencing of 28 non-Pseudomonas bacterial strains isolated from three paediatric patients,Achromobacter xylosoxidans A-8,University of Queensland,2695420375,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,Burkholderiaceae,g__Achromobacter,s__Achromobacter xylosoxidans,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Contaminated,NA,"Host, Soil",NA,6378358,6141,Achromobacter,NA,xylosoxidans,NA,Achromobacter xylosoxidans,3,18,6
2883861899,Bacteria,Finished,Tetrasphaera sp. HKS02 genome sequencing,Tetrasphaera sp. HKS02,Hankyong National University,2883861899,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,Dermatophilaceae,g__Pedococcus,s__Pedococcus sp009707485,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Anseong,NA,South Korea,3482451,3533,Tetrasphaera,NA,sp.,NA,Tetrasphaera sp.,9,23,2.5555555555555554
2922139171,Bacteria,Permanent Draft,Mesorhizobia in Australia,Mesorhizobium sp. B4-1-1,Curtin University,2922139171,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,Rhizobiaceae,g__Mesorhizobium,s__Mesorhizobium sp006440675,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,"Australia: WA, Badgingarra",NA,Australia,6177034,6123,Mesorhizobium,NA,sp.,NA,Mesorhizobium sp.,9,53,5.888888888888889
2916682051,Bacteria,Finished,Acinetobacter radioresistens DD78 genome sequencing,Acinetobacter radioresistens DD78,Federal University of Santa Maria,2916682051,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,Moraxellaceae,g__Acinetobacter,s__Acinetobacter radioresistens,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,Chile: Valparaiso Region,NA,Chile,3247241,3121,Acinetobacter,NA,radioresistens,NA,Acinetobacter radioresistens,5,5,1
8034295716,Bacteria,Permanent Draft,Large-scale bioinformatics analysis of Bacillus genomes,Bacillus wiedmannii AFS022373,"University of North Carolina, Chapel Hill",8034295716,p__Bacillota,c__Bacilli,o__Bacillales,Bacillaceae_G,g__Bacillus_A,s__Bacillus_A wiedmannii,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,USA: New York,NA,USA,5529279,5958,Bacillus,NA,wiedmannii,NA,Bacillus wiedmannii,8,37,4.625
8062206790,Bacteria,Permanent Draft,Edaphocola aurantiacus H2 genome sequencing,Edaphocola aurantiacus H2,Nanjing Agricultural University,8062206790,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,Chitinophagaceae,g__Edaphocola,s__Edaphocola aurantiacus,Yes,Yes,Environmental,Terrestrial,Unclassified,Soil,Unclassified,South Korea: Jeju Island,NA,South Korea,3695503,3299,Edaphocola,NA,aurantiacus,NA,Edaphocola aurantiacus,6,4,0.6666666666666666
